,SMILES_NS,pIC50_erbB4,pIC50_egfr,pIC50_met,pIC50_alk,pIC50_erbB2,pIC50_ret,pIC50_ros1
6175,COc1cc2nccc(Oc3ccc(NC(=O)c4cn(C)c(=O)n(-c5ccc(F)cc5)c4=O)c(F)c3)c2cc1OC,,,7.26,,,,
6176,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(C(=O)CN4CCC(O)C4)c23)c(F)c1,,,7.72,,,,
6177,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc6c(c5c4)OCCCO6)n3c2)cn1,,,7.92,,,,
6178,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(CCOC)C(=O)CCC3(C)C)ncc1Cl,,,7.74,,,,
6179,Cn1cc(-c2cc(F)c3nnc(C(F)(F)c4ccc5ncccc5c4)n3c2)cn1,,,7.82,,,,
6180,CN1C(=O)/C(=N\NC(=O)c2cccc(C(=O)N/N=C3/C(=O)N(C)c4ccccc43)c2)c2ccccc21,,,4.99,,,,
6181,Cc1c(C(=O)Nc2ccc(Oc3ccnc(C(=O)N4CCC(N5CCCCC5)CC4)c3)c(F)c2)c(=O)n(-c2ccccc2)n1C,,,6.48,,,,
6182,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cc(C)no5)cn34)c(=O)c2c1,,,9.0,,,,
6183,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN3CC4CC3CC4O)c2)ncc1Cl,,,6.95,8.52,,,
6184,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(CO)c23)c(F)c1,,,8.4,,,,
6185,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)Cc3c(Cl)cccc3Cl)cc21,,,8.15,,,,
6186,NC(=O)c1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc2ccccc2)c1,,,5.91,,,,
6187,C/C(=N\NC(N)=O)c1ccc2ncc(C(C)(O)c3cc4cccnc4cc3F)n2n1,,,7.85,,,,
6188,O=C(Cc1ccc(O)c(Br)c1)NN=C1C(=O)Nc2c(Cl)ccc(Cl)c21,,,6.72,,,,
6189,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5Cl)nn34)cccc12,,,8.4,,,,
6190,Cc1ccc2c(c1)oc(=O)n2CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,,,8.42,,,,
6191,Cc1ccccc1-n1nc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c(C)cc1=O,,,8.0,,,,
6192,CC(Oc1cc(-c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,7.45,,,,
6193,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccc(Cl)cc4)cc3F)c2cc1OC,,,7.52,,,,
6194,Nc1nccc(Oc2ccc(NC(=O)c3cc4ccccc4n(-c4cc(F)cc(F)c4)c3=O)cc2F)c1Cl,,,8.33,,,,
6195,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4ccccc4)cc3)ccnc2cc1OCCCN1CCOCC1,,,10.01,,,,
6196,Cc1cc(=O)n2nc(SCc3cccc([N+](=O)[O-])c3)nc2[nH]1,,,7.05,,,,
6197,Nc1cccc(CC(=O)NN=C2C(=O)Nc3c(Cl)ccc(Cl)c32)c1,,,6.96,,,,
6198,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccsc5)nn34)cccc12,,,8.4,,,,
6199,Cc1ccc(C)c2c1NC(=O)/C2=N\NC(=O)CCc1ccc(O)cc1,,,7.23,,,,
6200,CC(Oc1nc(-c2ccc(C(=O)NCC3CCCNC3)cc2)cnc1N)c1c(Cl)cccc1Cl,,,5.92,,,,
6201,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC,,,6.52,,,,
6202,CCN1C(=O)CCCc2cc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c[nH]c3=O)ccc21,,,7.12,,,,
6203,O=C(Cc1ccc(O)cc1)NN=C1C(=O)Nc2c(Cl)cc(Cl)cc21,,,7.06,,,,
6204,COc1ccc(C(=O)N/N=C2\C(=O)N(CN3CCOCC3)c3ccc(Br)cc32)cc1,,,5.66,,,,
6205,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3n2)CC1,,,7.51,,,,
6206,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCn1cncn1,,,7.54,,,,
6207,O=C(Cc1ccc(O)c(O)c1)N/N=C1\C(=O)Nc2ccccc21,,,5.75,,,,
6208,Cn1cc(CC(=O)NN=C2C(=O)Nc3ccc(C(=O)O)c(Cl)c32)ccc1=O,,,5.68,,,,
6209,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)nnn1-c1ccccc1,,,7.77,,,,
6210,Cn1cc(-c2cnc3nnn(Cc4cc5cnccc5s4)c3n2)cn1,,,7.96,,,,
6211,OCCn1cc(-c2ncc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,,,8.05,,,,
6212,Fc1cc(-c2cn[nH]c2)cn2c(Sc3ccc4ncc(N5CCOCC5)cc4c3)nnc12,,,8.52,,,,
6213,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,,,5.93,,,,
6214,COc1cc2ncnc(Oc3ccc(-n4cc(C(=O)NCc5ccc(F)cc5)ccc4=O)cc3F)c2cc1OC,,,6.62,,,,
6215,[C-]#[N+]C1=C(C(F)(F)F)N=C2COC(=O)C2C1c1cc2c(C)n[nH]c2cc1F,,,7.7,,,,
6216,O=c1ccc(-c2cc(F)c(F)c(F)c2)nn1C[C@@H]1CN(c2ncc(-c3cnn(C4CCNCC4)c3)cn2)CCO1,,,7.8,,,,
6217,C=CCc1cccc(/C=N/N(C(N)=O)c2ccc(Oc3ccnc4cc(OCCCN5CCCC5)c(OC)cc34)c(F)c2)c1O,,,7.7,,,,
6218,Nc1cc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(Cl)cc4)CC3)cc2F)ncn1,,,6.56,,,,
6219,COc1cc2nccc(Cc3ccc(NC(=O)c4cn(C)c(=O)n(-c5ccc(F)cc5)c4=O)cc3F)c2cc1OC,,,7.26,,,,
6220,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCCN(C(=O)OC(C)(C)C)CC6)cc5c4)n3c2)cn1,,,7.32,,,,
6221,Nc1nccc(Oc2ccc(NC(=O)CS(=O)(=O)Nc3ccc(F)cc3)cc2F)c1Cl,,,6.43,,,,
6222,COc1cnc2c(NCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,,,7.85,,,,
6223,COc1cc2ncnc(Oc3ccc(NC(=O)NC(=O)c4c(F)cccc4F)nc3)c2cc1OC,,,6.37,,,,
6224,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C4CC4)n3)cc21,,,7.51,8.15,,,
6225,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4nnc5ccc(-c6ccco6)nn45)c3n2)CC1,,,6.39,,,,
6226,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccccc5C(F)(F)F)C4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,,7.74,,,,
6227,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccccc2)c1=O,,,8.44,,,,
6228,Cc1ccc(Cl)c2c1NC(=O)C2=NNC(=O)[C@@H](C)c1ccc(O)cc1,,,8.15,,,,
6229,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,,,9.22,,,,
6230,COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,,7.92,,,,
6231,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,,8.92,,,,
6232,COc1cc2c(Oc3ccc(N=Cc4c(O)n(-c5ccc(F)cc5)c(=O)[nH]c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,,8.44,,,,
6233,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN3C[C@H](C)O[C@H](C)C3)c2)ncc1Cl,,,6.83,7.59,,,
6234,Cn1cc(-c2cnc(N)c(C(=O)NCc3c(F)cccc3Cl)c2)cn1,,,5.89,,,,
6235,COC(=O)c1ccc2oc(=O)n(CCOc3ccnc4cc(OC)ccc34)c2c1,,,7.03,,,,
6236,C=C1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,,,8.19,7.22,,,
6237,COc1cc2c(Oc3ccc(N=Cc4c(O)n(-c5c(C)cccc5C)c(=O)[nH]c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,,8.48,,,,
6238,c1cnc2ccc(Cc3nnc4ncc(-c5cnc6ccccc6c5)nn34)cc2c1,,,8.64,,,,
6239,CN(C)CCCOc1cnc(-c2cccc(Cn3nc(-c4cccc(C#N)c4)ccc3=O)c2)nc1,,,7.82,,,,
6240,Cn1ncc(C(=O)Nc2ccc(Oc3cccn4nccc34)cc2)c1C(F)(F)F,,,5.26,,,,
6241,O=C(CCc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccccc21,,,5.2,,,,
6242,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4nnc5ccc(-c6cccc(Cl)c6)nn45)c3n2)CC1,,,6.59,,,,
6243,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5[nH]cc(-c6ccccc6F)c(=O)c45)cc3F)ccnc2c1,,,8.03,,,,
6244,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1,,,7.46,,,,
6245,O=C(Cc1ccc(=O)[nH]c1)NN=C1C(=O)Nc2ccc(C(=O)N3CCC[C@@H]3CNC3CC3)c(Cl)c21,,,5.89,,,,
6246,CC(C(=O)N/N=C1\C(=O)Nc2ccc(C(=O)NCCN3CCOCC3)c(Cl)c21)c1ccc(F)cc1,,,6.96,,,,
6247,CCOCCn1cc(C(=O)Nc2ccc(Oc3cc(N4CCOCC4)cn4nccc34)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,,,7.26,,,,
6248,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,,8.78,,,,
6249,Cc1cccc(NC(=O)C2(C(=O)Nc3ccc(Oc4ccnc(Nc5cccc(CS(C)(=O)=O)c5)n4)c(F)c3)CC2)c1,,,7.09,,,,
6250,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F,,,8.19,,,,
6251,O=C(c1ccc(-c2n[nH]c3c2CN(S(=O)(=O)c2c(Cl)cccc2Cl)CC3)cc1)N1CCN(CCO)CC1,,,5.92,,,,
6252,CC(Cc1cc(F)ccc1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)C(=O)N(CCN(C)C)C3,,,5.7,,,7.88,9.16
6253,CN(C)CCCCOC(=O)Nc1cccc(Cn2nc(-n3ccc4cc(F)ccc43)ccc2=O)c1,,,6.49,,,,
6254,CN1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,,,7.54,,,,
6255,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(-c6cnn(C)c6)c(OC(F)F)c5c4)n3c2)cn1,,,8.26,,,,
6256,CC(Sc1cc(-c2ccc(C(=O)N3CCOCC3)c(F)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,7.01,,,,
6257,O=C(Cc1cc(=O)[nH]cn1)NN=C1C(=O)Nc2ccccc21,,,5.22,,,,
6258,COC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CC1,,,7.24,,,,
6259,COc1cc2c(Oc3ccc(N/C=C4\C(=O)NC(=O)N(c5ccc(F)c(Cl)c5)C4=O)cc3F)ccnc2cc1OCCCN1CCCC1,,,8.62,,,,
6260,CN1CCN(Cc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2N)CC1,,,8.23,,,,
6261,O=C(Cc1ccc(F)cc1)NN=C1C(=O)Nc2ccc(Cl)c(Cl)c21,,,6.68,,,,
6262,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN3CCN(C(=O)/C=C/CN(C)C)CC3)c2)ncc1Cl,,,6.99,9.15,,,
6263,O=[N+]([O-])c1ccccc1S(=O)(=O)c1c[nH]c2ncccc12,,,7.12,,,,
6264,Cc1cccc2c1NC(=O)/C2=N\NC(=O)Cc1ccc(O)c(Cl)c1,,,7.7,,,,
6265,COc1ccc2c(c1)C(=NNC(=O)Cc1ccc(O)cc1)C(=O)N2,,,7.05,,,,
6266,CCn1cc(C(=O)Nc2cc(C)c(Oc3ccnc4cc(OC)c(OC)cc34)c(C)c2)c(=O)n(-c2ccc(F)cc2)c1=O,,,7.26,,,,
6267,CCO/N=C(\C)c1cc(F)c2ncc(Cc3ccc4ncccc4c3)n2c1,,,8.01,,,,
6268,c1ccc(Cn2ccc3ncccc32)cc1,,,7.72,,,,
6269,COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cc(C)on5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1,,,7.53,,,,
6270,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1nnn(-c2ccccc2F)c1C(F)(F)F,,,7.97,,,,
6271,Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,,,5.36,5.96,,,
6272,COCCOc1cc(=O)n(-c2ccc(Oc3ccnc(N)c3I)c(F)c2)cc1C(=O)NCc1ccc(F)cc1,,,6.82,,,,
6273,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,,,7.04,,,7.18,
6274,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccccc4)cc3)c2cc1OC,,,7.26,,,,
6275,CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2cccc(C(F)(F)F)c2)N(C)C(=S)N1C,,,4.52,,,,
6276,C=CCc1cccc(/C=N/N(C(N)=S)c2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)c(OC)cc34)c(F)c2)c1O,,,7.92,,,,
6277,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,,8.98,,,,
6278,CC(=Nn1cc(O)[nH]c1=O)c1cnc2nnn(Cc3cc4cccnc4cc3F)c2n1,,,9.05,,,,
6279,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(Cl)c(Cl)c21,,,7.82,,,,
6280,N#Cc1cccc(-c2ccc(=O)n(C[C@@H]3CN(c4ncc(-c5cnn(CCO)c5)cn4)CCO3)n2)c1,,,8.1,,,,
6281,CN1CCN(CCCCOC(=O)Nc2cccc(Cn3nc(-n4ccc5ccc(F)cc54)ccc3=O)c2)CC1,,,7.7,,,,
6282,CCn1cc(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)c(F)c2)c(=O)n(-c2ccccc2)c1=O,,,7.26,,,,
6283,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCC(C)(C)O,,,8.0,,,,
6284,COc1cc(CC(=O)NN=C2C(=O)Nc3ccccc32)ccc1O,,,6.62,,,,
6285,CC(C(=O)N/N=C1\C(=O)Nc2ccccc21)c1ccc(O)cc1,,,7.52,,,,
6286,Cn1cc(-c2ccc3nnc(Sc4ccc5nccc(N6CCOCC6)c5c4)n3c2)cn1,,,6.91,,,,
6287,CCCCOc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccc(F)cc4)cc3F)c2cc1OC,,,7.53,,,,
6288,Cc1cccc2c1/C(=N/NC(=O)Cc1ccc(O)cc1)C(=O)N2,,,7.66,,,,
6289,CNC(=O)N(C)N=C(C)c1ccc2ncc(Cc3cc4cccnc4cc3F)n2n1,,,7.21,,,,
6290,CC(Sc1cc(-c2cnn(C(=O)N(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,6.64,,,,
6291,COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCCO5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,,,7.19,,,,
6292,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21,,,7.62,,,,
6293,CC(c1c(F)cc2ncc(-c3ccc(F)cc3)cc2c1F)n1nnc2ncc(-c3cnn(C)c3)nc21,,,8.42,,,,
6294,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(C)c3)c2cc1OC,,,6.46,,,,
6295,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5OC(F)(F)F)cn4)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,,7.24,,,,
6296,O=c1[nH]ccc2c(Cc3nnc4ccc(N5CCCC5)nn34)cccc12,,,7.57,,,,
6297,O=C1Nc2ccccc2/C1=N/NC(=O)c1ccc([N+](=O)[O-])cc1,,,4.55,,,,
6298,CCCn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,,,8.14,,,,
6299,CCNC(=S)N/N=C(\C)c1ccc2ncc(Cc3cc4cccnc4cc3F)n2n1,,,7.55,,,,
6300,COc1cc2nccc(Oc3ccc(-c4cnc(Nc5cccc(F)c5)n(C)c4=O)cc3F)c2cc1OC,,,7.42,,,,
6301,C/C(=N\NC(N)=O)c1cnc2nnn(C(C)c3cc4cccnc4cc3F)c2n1,,,8.52,,,,
6302,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5[nH]cc(-c6cccc(F)c6)c(=O)c45)cc3F)ccnc2c1,,,8.1,,,,
6303,COc1cc(-n2c(O)c(C=Nc3ccc(Oc4ccnc5cc(OCCCN6CCOCC6)c(OC)cc45)c(F)c3)c(=O)[nH]c2=O)c(OC)cc1Cl,,,7.48,,,,
6304,O=C1C[C@H](O)[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)CCC3=O,,,8.15,,,,
6305,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc6c(c5c4)OCCO6)n3c2)cn1,,,8.41,,,,
6306,CN1CCN(c2cnc3cc(C#N)cc(-c4ccccc4)c3n2)CC1,,,4.22,,,,
6307,CCN(CC)CCOc1ccc(Nc2nccc(-c3[nH]c(-c4c(Cl)cc(CO)cc4Cl)nc3-c3cccc(Cl)c3)n2)cc1,,,8.4,,,,
6308,O=C(NCCN1CCOCC1)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1,,,8.4,,,,
6309,CC(c1ccc2ncc(-c3cnn(C)c3)cc2c1)n1nnc2ncc(-c3ccc(C(N)=O)c(F)c3)nc21,,,9.15,,,,
6310,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5csc6ccccc56)nn34)cccc12,,,7.85,,,,
6311,CC(C)n1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cnn(C)c5)ccc4=O)c3)nc2)cn1,,,8.09,,,,
6312,COc1cc2nccc(Oc3ccc(-c4cnc(C(NC(=O)CN(C)C)c5ccccc5)n(C)c4=O)cc3F)c2cc1OC,,,7.52,,,,
6313,C/C(=N\OCCO)c1ccc2nnc(Sc3ccc4ncc(CN5CCOCC5)cc4c3)n2c1,,,7.48,,,,
6314,COc1cc2c(Oc3ccc(N=Cc4c(O)n(-c5ccccc5)c(=O)[nH]c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,,,8.47,,,,
6315,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5c(c4)CC(=O)N5C)c3n2)CC1,,,6.48,,,,
6316,Cn1cnc(-c2cc3nccc(Oc4ccc(N5CC(=O)Nc6c(cnn6-c6ccccc6)C5=O)cc4F)c3s2)c1,,,6.68,,,,
6317,CN1CC=C(c2cnc(N3CCO[C@H](Cn4nnc5ncc(-c6cnn(C)c6)nc54)C3)nc2)CC1,,,8.4,,,,
6318,Cc1ccc(C)c2c1NC(=O)C2=NNC(=O)Cc1ccccc1,,,7.04,,,,
6319,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2c(Cl)cccc21,,,7.66,,,,
6320,N#Cc1cc(-c2cnc3nnn(CC4CN(c5ncc(C6=CCN(CCO)CC6)cn5)CCO4)c3n2)ccc1F,,,8.52,,,,
6321,O=C(CCc1ccc2ccc3ncc(-c4cnn(C5CCNCC5)c4)cc3c(=O)c2c1)NCc1ccccn1,,,7.55,,,,
6322,Cn1cc(-c2cnc3nnn(C[C@@H]4CN(c5ncc(-c6cnn(CCO)c6)cn5)CCO4)c3n2)cn1,,,8.52,,,,
6323,Nc1cc(Oc2ccc(NC(=O)CC(=O)Nc3ccc(F)cc3)cc2F)ccn1,,,7.0,,,,
6324,Cn1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cnn(C)c5)ccc4=O)c3)nc2)cn1,,,8.12,,,,
6325,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(Cl)cc5)CC4)cc3)n2)c1,,,7.49,,,,
6326,C/C(=N\N(C)C(N)=O)c1ccc2nnc(Cc3c(F)cc4ncccc4c3F)n2n1,,,8.4,,,,
6327,O=C(NCc1ccccn1)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,,,8.08,,,,
6328,O=C1Nc2ccccc2C1=NNC(=O)c1ccc([N+](=O)[O-])cc1,,,4.55,,,,
6329,CC(Oc1cc(-c2cn(C)cn2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,5.94,,,,
6330,Cc1ccccc1-c1ccc2nnc(Cc3cccc4c(=O)[nH]ccc34)n2n1,,,7.14,,,,
6331,COCCNC(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)nc1,,,7.22,,,,
6332,COc1cc2c(Oc3ccc(/C=N/N(C(N)=O)c4cc(F)cc(F)c4)cc3F)ccnc2cc1OCCCN1CCOCC1,,,6.33,,,,
6333,Cn1cc(-c2cnc3nnn(C[C@@H]4CN(c5ncc(C6CCN(CCO)CC6)cn5)CCO4)c3n2)cn1,,,8.3,,,,
6334,C/C(=N\NC(N)=O)c1ccc2ncc([C@@H](C)c3ccc4ncccc4c3)n2n1,,,9.4,,,,
6335,COc1ccc2c(Oc3ccc(NC(=O)c4nn(C(C)C)c(=O)n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2c1,,,7.26,,,,
6336,COc1cnc2c(NCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,,,8.3,,,,
6337,CC(C(=O)NN=C1C(=O)Nc2ccc(C(=O)N3CCC(NC4CC4)CC3)c(Cl)c21)c1ccc(F)cc1,,,6.89,,,,
6338,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,,,4.35,,4.43,,
6339,COc1cc2c(Oc3ccc(NC(=O)c4nnn(-c5ccc(C)cc5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCCCC1,,,7.89,,,,
6340,CCn1cc(C(=O)Nc2ccc(Oc3ccnc4cc(OCCN5CCOCC5)c(OC)cc34)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,,,7.26,,,,
6341,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nncs4)sc23)c(F)c1,,,7.22,,,,
6342,COc1cc2nccc(Oc3ccc(NC(=O)c4cn(CCOC(C)C)c(=O)n(-c5ccc(F)cc5)c4=O)cc3F)c2cc1OC,,,7.26,,,,
6343,CCCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)cn2)c(=O)n1-c1ccccc1,,,7.16,,,,
6344,CN(c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl)S(C)(=O)=O,,,7.29,8.11,,,
6345,CCCCNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,,,6.79,,,,
6346,COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)cc5)nn34)ccnc2c1,,,7.92,,,,
6347,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc(O)cc4)c3n2)CC1,,,6.1,,,,
6348,CC(C(=O)NN=C1C(=O)Nc2ccc(O)c(Cl)c21)c1ccc(F)cc1,,,6.38,,,,
6349,C[C@@H](Oc1c(N)ncc2c(-c3cccnc3)coc12)c1c(Cl)ccc(F)c1Cl,,,6.28,,,,
6350,CN(C)CCCOc1cnc(-c2cccc(Cn3nc(-c4cccnc4)ccc3=O)c2)nc1,,,8.0,,,,
6351,COc1cnc2ccc(Cn3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,,,8.52,,,,
6352,CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)[C@H](NC(=O)COC)CC3(C)C)ncc1Cl,,,7.55,,,,
6353,Nc1cnc2ccn(S(=O)(=O)c3c(Cl)nc4sccn34)c2c1,,,8.0,,,,
6354,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(C)cc5C)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,,7.84,,,,
6355,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5cc(F)ccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,,7.69,,,,
6356,CC(Oc1cc(-c2cn(C3CCNCC3)nn2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,8.17,,,,
6357,[C-]#[N+]C1=C(C(F)(F)F)N=C2COC(=O)C2C1c1ccc2n[nH]c(C)c2c1,,,8.15,,,,
6358,CN1CCN(C(=O)c2cc(Br)c3c(c2)NC(=O)C3=NNC(=O)Cc2ccc3onc(N)c3c2)CC1,,,6.8,,,,
6359,COCCNC(=O)c1cccc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,,,4.7,,,,
6360,Cn1cc(CC(=O)N/N=C2\C(=O)Nc3cc(Cl)c(C(=O)NCCN4CCOCC4)cc32)ccc1=O,,,5.23,,,,
6361,CC(C(=O)NN=C1C(=O)Nc2ccc(C(=O)N3CCCC3CN3CCCC3)c(Cl)c21)c1ccc(F)cc1,,,6.37,,,,
6362,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccc(Cl)cc5Cl)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,,8.0,,,,
6363,O=C(Cc1ccc(O)cc1)N/N=C1\C(=O)Nc2ccc(F)cc21,,,7.54,,,,
