,SMILES_NS,pIC50_erbB4,pIC50_egfr,pIC50_met,pIC50_alk,pIC50_erbB2,pIC50_ret,pIC50_ros1
2547,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,5.77,,,,,
2548,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCc1ccncc1,,7.25,,,,,
2549,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,,7.07,,,6.96,,
2550,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,,5.03,,,5.0,,
2551,O=C(/C=C/CN1CCC1CO)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@H]1[C@H]2COC[C@H]21,,7.97,,,7.95,,
2552,Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,,7.0,,,,,
2553,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,,7.44,,,7.66,,
2554,C=CC(=O)Nc1cc(Nc2ncnc(-c3c(-c4ccccc4)n(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,6.52,,,,,
2555,Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,,5.96,,,,,
2556,CS(=O)(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1,,6.26,,,,,
2557,CNCCOc1[nH]nc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,,7.77,,,,,
2558,COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,,5.55,,,,,
2559,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(S(C)(=O)=O)CC4)cc3)n2)C1,,5.26,,,,,
2560,C=CC(=O)N1CCOc2ccc(Nc3nc(Nc4ccc5[nH]ncc5c4)ncc3C(C)=O)cc21,,7.26,,,,,
2561,Nc1nc2cc3ccccc3c-2c(Nc2ccc(F)cc2)[nH]1,,3.56,,,,,
2562,CN(C)c1ccc2cncnc2c1,,7.96,,,,,
2563,CNc1cc2ncn(C)/c(=N\c3cccc(Br)c3)c2cn1,,8.51,,,,,
2564,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCC2(CC1)OCC1(OO2)C2CC3CC(C2)CC1C3,,7.02,,,,,
2565,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1,,7.48,,,8.64,,
2566,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,,7.1,,,,,
2567,Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,,5.96,,,,,
2568,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12,,6.7,,,6.1,,
2569,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,,9.3,,,,,
2570,COC[C@@H]1CCCN1CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,6.82,,,,,
2571,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,,5.35,,,,,
2572,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC,,6.08,,,,,
2573,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21,,5.6,,,,,
2574,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,,7.46,5.41,,7.66,,
2575,O=C1COc2cc3ncnc(Nc4ccc(F)cc4)c3cc2N1CCCN1CCOCC1,,6.36,,,,,
2576,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,,6.26,,,,,
2577,COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCOCC1,,6.64,,,,,
2578,C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,,8.14,,,6.72,,
2579,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,,7.19,,,7.3,,
2580,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,,7.74,,,7.4,,
2581,C=CCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,,7.05,,,,,
2582,N#C/C(=C\c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(N)=O,,8.4,,,,,
2583,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2/C1=N/c1ccc(/N=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1,,5.93,,,,,
2584,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,,6.94,,,6.69,,
2585,COc1ccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,,6.23,6.8,8.32,,,8.64
2586,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,,6.62,,,,,
2587,Cc1ccc(Nc2ncnn3cccc23)cc1O,,6.29,,,,,
2588,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,,8.43,,,,,
2589,CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,,4.02,,,,,
2590,CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2C1,,7.92,,,,,
2591,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,,5.9,,,,,
2592,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,5.2,,,,,
2593,Brc1cc2c(NCc3ccncc3)ncnc2s1,,5.41,,,,,
2594,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN1CC=CC1,,7.49,,,,,
2595,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]1C[C@@H](O)[C@H](C(=O)O)O1,,5.8,,,,,
2596,O=c1[nH]c(Cc2ccccc2)cn2c1cc1cc(Cl)ccc12,,5.62,,,,,
2597,O=C(Nc1ccc(F)cc1)Nc1ncnc2nn3ccccc3c12,,5.0,,,,,
2598,OC(COc1ncnc2ccccc12)CN1CCN(Cc2ccccc2)CC1,,6.36,,,,,
2599,CN(C)C/C=C/C(=O)N1CC(N2CC(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1,,7.69,,,,,
2600,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,,5.36,,,,,
2601,CCN(C)C/C=C/C(=O)N1CC[C@@H](n2cc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1,,7.66,,,,,
2602,N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,,6.3,,,,,
2603,CN(C)[C@@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,7.52,,,7.59,,
2604,COc1cc2c(cc1OC)Nc1ncnc(Nc3cccc(Br)c3)c1NC2,,5.82,,,,,
2605,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCN(C)CC,,7.55,,,,,
2606,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(Br)cc(Br)c1,,7.3,,,6.28,,
2607,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc21,,7.12,,,,,
2608,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC)c(-n3ccc4ccccc43)n2)c(OC)cc1N(C)C[C@H]1CCCN1C,,6.12,,,,,
2609,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(OC)nc3)ncc2F)C1,,6.26,,,,,
2610,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1,,6.8,,,,,
2611,COc1cc2c(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,6.75,,,,,
2612,N#Cc1cnc2cc(OC[C@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,,7.3,,,,,
2613,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2,,6.45,,,,,
2614,O=C1COc2cc3ncnc(Nc4ccc(Br)cc4)c3cc2N1CCCN1CCOCC1,,6.08,,,,,
2615,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C[C@@H]2OCCO[C@H]2C1,,8.37,,,7.51,,
2616,c1ccc(Nc2ncnc3ccccc23)cc1,,6.46,,,,,
2617,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,,6.0,,,,,
2618,Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,,5.68,,,,,
2619,COc1cccc(Nc2ncnc3ccccc23)c1,,6.07,,,,,
2620,COc1cc2c(cc1OC)Nc1nc[nH]c(=O)c1C2,,4.12,,,,,
2621,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,,4.92,,,,,
2622,CCOC(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1,,6.26,,,,,
2623,COc1cc2c(Nc3ccc(F)cc3Cl)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,,7.68,,,,,
2624,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,,5.64,,,,,
2625,ClCCN(CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)Cc1ccccc1,,7.15,,,,,
2626,Oc1cc2oc(-c3cc(O)c(O)c(O)c3)c(O)cc-2c(=[OH+])c1,,8.2,,,,,
2627,COc1nc(Nc2ccc(-c3nc4ccccc4s3)c(OC)c2)c2cc[nH]c2n1,,5.29,,,,,
2628,c1ccc(CNc2ncnc3c2sc2ccccc23)cc1,,6.72,,,,,
2629,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,7.75,,,8.47,,
2630,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,,4.66,,,,,
2631,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccccc1,,4.99,,,,,
2632,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,,6.35,,,,,
2633,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN(CC)CC,,7.59,,,,,
2634,C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(F)c(Cl)c4F)c3c2)C1,,8.05,,,,,
2635,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,,5.23,,,5.12,,
2636,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc2n1C(C)C,,6.0,,,,,
2637,CCOC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,,4.89,,,,,
2638,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],,7.7,,,,,
2639,NC(=O)CCC1C(S)=Nc2ccccc21,,4.66,,,,,
2640,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ncc(CN2CCCC2)s1,,7.13,,,6.96,,
2641,CC(C)(CO)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,,8.15,,,8.48,,
2642,C=CC(=O)N1CCc2c(sc3ncnc(Nc4ccc(CC)cc4)c23)C1,,5.13,,,,,
2643,Cc1ccc(-n2nc(C)c(C3C(C#N)=C(N)N(c4cccnc4)C4=C3C(=O)CC(C)(C)C4)c2Cl)cc1,,4.83,,,,,
2644,CNc1ccc2ncncc2c1,,8.15,,,,,
2645,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)C1,,8.92,,,,,
2646,COc1cc2c(cc1OC)Sc1ncnc(Oc3cccc(Br)c3)c1NC2,,4.66,,,,,
2647,CCN(CC)CCOc1cc2c(Nc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)ncnc2cc1OC,,5.77,,,,,
2648,N#Cc1ccc(-c2csc(N3N=C(c4ccc(N5CCCCC5)cc4)CC3c3ccc(Cl)cc3)n2)cc1,,5.33,,,,,
2649,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1,,5.28,,,,,
2650,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,,5.05,,,,,
2651,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,,7.3,,,,,
2652,CCN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,7.46,,,,,
2653,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccc(Br)n1,,5.51,,,,,
2654,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C)c4)nc32)C1,,6.44,,,,,
2655,COc1ccc(C=C(C#N)C#N)cc1F,,3.1,,,,,
2656,CSCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,7.6,,,7.74,,
2657,Cc1ncc([N+](=O)[O-])n1CC(=NNC(=O)c1ccccc1O)c1ccc(Br)cc1,,5.59,,,,,
2658,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1,,6.52,,,,,
2659,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3)n2)C1,,5.26,,,,,
2660,CN1CCN(Cc2ccc(NC(=O)Nc3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)cc2)CC1,,8.08,,,,,
2661,CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,,7.7,,,,,
2662,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,,6.11,,,,,
2663,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(Cl)cc1,,5.39,,,,,
2664,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,6.83,,,,,
2665,COc1cc(/C=C2\CCC/C(=C\c3ccc(Cl)cc3)C2=O)cc(OC)c1,,4.82,,,,,
2666,O=C(O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,,7.52,,,7.74,,
2667,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,,4.0,,,,,
2668,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ncc4c3)ncnc2cc1OC,,7.1,,,,,
2669,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,,6.15,,,,,
2670,C[C@@H](Nc1ncnc2ccc(OCCCCCCC(=O)NO)cc12)c1ccccc1,,7.0,,,,,
2671,O=C(Cn1c(-c2ccccc2)cc(=O)n2ncnc12)NNC(=S)Nc1ccccc1,,5.17,,,,,
2672,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCCNCC1,,8.85,,,8.68,,
2673,CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,,8.04,,,,,
2674,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,8.35,,,,,
2675,CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC,,8.3,,,,,
2676,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,,7.6,,,,,
2677,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3C(=O)C(=O)N(C)C)n2)c1,,7.72,,7.77,,,
2678,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnn(C)c6)cc5c43)cc21,,6.06,,,,,
2679,C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)c1,,7.8,,,,,
2680,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCCc2ccccc2)[nH]c2ccccc12)NCCc1ccccc1,,4.62,,,,,
2681,Fc1ccc2c(c1)CNc1c(Nc3cccc(-c4ccccc4)c3)ncnc1O2,,5.7,,,,,
2682,COc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,,5.7,,,,,
2683,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,,6.8,,,6.92,,
2684,Nc1ncnc2c1ncn2CC(=O)c1c[nH]c2ccccc12,,4.46,,,4.02,,
2685,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,,9.19,,,6.78,,
2686,NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,,7.4,,,7.8,,
2687,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,,8.0,,,7.62,,
2688,CN(C)CCCCCNc1c(Br)cccc1Nc1ncnc2ccncc12,,8.07,,,,,
2689,CC1=NC(SCc2ccccc2)=NC(c2ccc(O)cc2O)C1C(=O)Nc1ccc(C)cc1,,4.03,,,,,
2690,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,7.08,,,,,
2691,COc1ccccc1C(=O)NCc1c(F)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1F,,5.26,,,,,
2692,O=C(N/N=C/c1cccs1)N1CCc2ncnc(Nc3ccc(F)c(Cl)c3)c2C1,,7.2,,,,,
2693,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,,5.85,,,,,
2694,CC(O)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1,,4.47,,,,,
2695,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNCCC=O,,7.4,,,,,
2696,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,8.23,,,6.3,,
2697,CC(C)(C)N1CCC(n2cc([C@@H](Nc3ccc4ncnc(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc(Cl)cc3)nn2)CC1,,7.14,,,,,
2698,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,,5.94,,,,,
2699,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,,6.89,,,,,
2700,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H]4CCOC4)nc3)ncc2F)c1,,7.26,,,,,
2701,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCC5)CC4)cc3)n2)C1,,5.26,,,,,
2702,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,,4.82,,,4.76,,
2703,COc1ccc(/C=C/C(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,,6.28,,,5.91,,
2704,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCN1CCCCC1,,7.92,,,,,
2705,COc1ccc2c(c1)CCCN2c1nc(C)nc2oc(C)cc12,,8.47,,,,,
2706,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,5.07,,,,,
2707,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1,,8.0,,,,,
2708,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCCN1CCOCC1,,6.82,,,5.82,,
2709,C=C(Cl)C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,7.08,,,,,
2710,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)c1,,7.24,,,,,
2711,CCN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCN(C6CCCC6)CC5)cc4)n3)C2)C1=O,,5.26,,,,,
2712,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,,6.47,6.39,,6.0,,
2713,CS(=O)(=O)CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,7.54,,,,,
2714,CCC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccoc1,,6.05,,,,,
2715,COc1cc2c(cc1OC)Sc1ncnc(Sc3cccc(Cl)c3)c1NC2,,5.54,,,,,
2716,Oc1csc(N=NCc2ccc(F)cc2)n1,,5.66,,,5.41,,
2717,C=C(Cl)C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C,,6.24,,,,,
2718,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,,4.68,,,,,
2719,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,,5.66,,,,,
2720,N#CC(C#N)=Cc1ccc[nH]1,,3.59,,,,,
2721,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccccc1,,5.17,,,5.08,,
2722,O=C(/C=C/c1ccccc1)Nc1ccccc1F,,5.13,,,,,
2723,C=CC(=O)NCc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,,7.48,,,,,
2724,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,,5.52,,,5.54,,
2725,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,,5.97,,,5.44,,
2726,Cc1ccc(N2NC(=O)/C(=C\c3ccc(-c4cc([N+](=O)[O-])ccc4O)o3)C2=O)cc1C,,4.13,,,,,
2727,O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,,7.74,,,7.96,,
2728,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)c(F)c1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,6.97,,,,,
2729,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3)ncc2F)c1,,7.26,,,,,
2730,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,,8.68,,,,,
2731,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,6.48,,,6.42,,
2732,COc1cc(N2CCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,,6.12,,8.14,,,8.17
2733,O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,,7.85,,,7.96,,
2734,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC,,6.09,,,,,
2735,CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,,7.49,,,8.0,,
2736,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,,4.47,,,,,
2737,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4C(F)(F)F)c23)c1,,6.17,,,,,
2738,Cc1ccc(C2=NN(c3nc(O)cs3)C(c3ccccc3)C2)cc1,,5.97,,,5.65,,
2739,COc1ccc(-c2cc(NC(=O)Nc3nccs3)cc(C(F)(F)F)c2)cn1,,6.32,,,,,
2740,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c(Cl)n1,,5.58,,,,,
2741,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,4.99,4.46,,4.88,,
2742,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,,7.89,,,7.56,,
2743,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@@](C)(N)CC1,,7.72,,,7.7,,
2744,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)ccc1N(C)CCN(C)C,,7.64,,,,,
2745,COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1,,4.7,,,,,
2746,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C(C)(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,,7.54,,,,,
2747,C=CC(=O)N1CCCC(Cn2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,,7.74,,,,,
