,SMILES_NS,pIC50_erbB4,pIC50_egfr,pIC50_met,pIC50_alk,pIC50_erbB2,pIC50_ret,pIC50_ros1
15061,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCNCC1,,,,,,8.3,
15062,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCOCC1,,,,,,7.96,
15063,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCS(=O)(=O)CC1,,,,,,8.05,
15064,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN,,,,,,6.89,
15065,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN(C)C,,,,,,6.46,
15066,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCC(F)C1,,,,,,7.52,
15067,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCC1,,,,,,7.0,
15068,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCC1C(F)(F)F,,,,,,6.82,
15069,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCCC1,,,,,,6.92,
15070,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCCNCC1,,,,,,7.19,
15071,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCN(C)CC1,,,,,,7.36,
15072,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCNCC1,,,,,,7.77,
15073,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCOCC1,,,,,,7.85,
15074,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCN1CCS(=O)(=O)CC1,,,,,,7.85,
15075,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1cccnc1,,,,,,7.92,
15076,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1nccn1C,,,,,,6.96,
15077,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCc1noc(C)n1,,,,,,7.62,
15078,COc1cc2c(cc1OC)/C(=C\c1ccc(NC(=O)Nc3ccc(O)cc3)cc1)C(=O)N2,,,,,,7.3,
15079,COc1cc2c(cc1OC)/C(=C\c1ccc(NC(=O)Nc3ccccc3)cc1)C(=O)N2,,,,,,6.7,
15080,COc1cc2c(cc1OC)/C(=C\c1ccc(O)cc1)C(=O)N2,,,,,,6.77,
15081,COc1cc2c(cc1OC)/C(=C\c1ccc(OC(=O)c3cnccn3)cc1)C(=O)N2,,,,,,5.74,
15082,COc1cc2c3c(-c4ccc(O)cc4)c[nH]c(=O)c3n(C)c2cc1OC,,,,,,7.22,
15083,COc1cc2c3c(-c4cccc(O)c4)c[nH]c(=O)c3n(C)c2cc1OC,,,,,,7.05,
15084,COc1cc2c3c(-c4ccccc4)c[nH]c(=O)c3n(C)c2cc1OC,,,,,,6.6,
15085,COc1cc2nccc(Oc3ccc(NC(=O)Cc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OC,,,,,,7.47,
15086,COc1cc2ncnc(N(C)c3cccc(O)c3)c2cc1OC,,,,,,6.68,
15087,COc1cc2ncnc(N3CCCc4c(O)cccc43)c2cc1OC,,,,,,5.39,
15088,COc1cc2ncnc(N3CCc4c(O)cccc43)c2cc1OC,,,,,,7.22,
15089,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3C)c2cc1OC,,,,,,6.92,
15090,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3Cl)c2cc1OC,,,,,,8.01,
15091,COc1cc2ncnc(Nc3c(Cl)ccc(O)c3F)c2cc1OC,,,,,,8.32,
15092,COc1cc2ncnc(Nc3c(F)ccc(O)c3C)c2cc1OC,,,,,,7.36,
15093,COc1cc2ncnc(Nc3c(F)ccc(O)c3Cl)c2cc1OC,,,,,,8.41,
15094,COc1cc2ncnc(Nc3c(F)ccc(O)c3F)c2cc1OC,,,,,,8.77,
15095,COc1cc2ncnc(Nc3cc(C)cc(O)c3)c2cc1OC,,,,,,7.54,
15096,COc1cc2ncnc(Nc3cc(F)cc(O)c3C)c2cc1OC,,,,,,7.68,
15097,COc1cc2ncnc(Nc3cc(O)c(C)cc3Cl)c2cc1OC,,,,,,7.89,
15098,COc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,,,,,,9.12,
15099,COc1cc2ncnc(Nc3cc(O)c(Cl)cc3Cl)c2cc1OC,,,,,,8.3,
15100,COc1cc2ncnc(Nc3cc(O)c(F)cc3F)c2cc1OC,,,,,,9.39,
15101,COc1cc2ncnc(Nc3cc(O)cc(F)c3)c2cc1OC,,,,,,8.59,
15102,COc1cc2ncnc(Nc3cc(O)ccc3C)c2cc1OC,,,,,,8.08,
15103,COc1cc2ncnc(Nc3cc(O)ccc3Cl)c2cc1OC,,,,,,8.59,
15104,COc1cc2ncnc(Nc3cc(O)ccc3F)c2cc1OC,,,,,,8.96,
15105,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,,,,,,8.34,
15106,COc1cc2ncnc(Nc3ccc(C)c(O)c3Cl)c2cc1OC,,,,,,8.03,
15107,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,,,,,,8.0,
15108,COc1cc2ncnc(Nc3ccc(F)c(O)c3)c2cc1OC,,,,,,8.49,
15109,COc1cc2ncnc(Nc3ccc(F)c(O)c3F)c2cc1OC,,,,,,8.7,
15110,COc1cc2ncnc(Nc3ccc4[nH]ncc4c3)c2cc1OC,,,,,,6.22,
15111,COc1cc2ncnc(Nc3ccc4cc[nH]c4c3)c2cc1OC,,,,,,5.77,
15112,COc1cc2ncnc(Nc3ccc4cn[nH]c4c3)c2cc1OC,,,,,,6.55,
15113,COc1cc2ncnc(Nc3cccc(C(F)F)c3)c2cc1OC,,,,,,5.54,
15114,COc1cc2ncnc(Nc3cccc(N)c3)c2cc1OC,,,,,,6.23,
15115,COc1cc2ncnc(Nc3cccc(NS(C)(=O)=O)c3)c2cc1OC,,,,,,5.11,
15116,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,,,,,,8.35,
15117,COc1cc2ncnc(Nc3cccc(O)c3Br)c2cc1OC,,,,,,7.64,
15118,COc1cc2ncnc(Nc3cccc(O)c3C(F)(F)F)c2cc1OC,,,,,,5.26,
15119,COc1cc2ncnc(Nc3cccc(O)c3C)c2cc1OC,,,,,,6.72,
15120,COc1cc2ncnc(Nc3cccc(O)c3Cl)c2cc1OC,,,,,,7.72,
15121,COc1cc2ncnc(Nc3cccc(O)c3F)c2cc1OC,,,,,,8.0,
15122,COc1cc2ncnc(Nc3cccc(O)c3O)c2cc1OC,,,,,,8.41,
15123,COc1cc2ncnc(Nc3cccc(O)c3OC)c2cc1OC,,,,,,5.96,
15124,COc1cc2ncnc(Nc3cccc4[nH]ccc34)c2cc1OC,,,,,,5.04,
15125,COc1cc2ncnc(Nc3cccc4[nH]cnc34)c2cc1OC,,,,,,5.37,
15126,COc1cc2ncnc(Nc3cccc4[nH]ncc34)c2cc1OC,,,,,,6.85,
15127,COc1cc2ncnc(Nc3cccc4cn[nH]c34)c2cc1OC,,,,,,5.48,
15128,COc1cc2ncnc(Nc3ccccc3O)c2cc1OC,,,,,,5.8,
15129,COc1cc2ncnc(Oc3cccc(O)c3)c2cc1OC,,,,,,7.8,
15130,COc1cc2ncnc(Sc3cccc(O)c3)c2cc1OC,,,,,,7.64,
15131,COc1ccc(-c2cncc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)n2)cc1,,,,,,6.85,
15132,COc1ccc(-c2nc(-c3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3Cl)no2)cn1,,,,,,6.47,
15133,COc1ccc(/C=C2/C(=O)Nc3ccc(N)cc32)cc1,,,,,,4.2,
15134,COc1ccc(/C=C2\C(=O)Nc3ccc(N)cc32)cc1,,,,,,5.28,
15135,COc1ccc(C(=O)CSc2nc(N)c(C#N)c(-c3ccsc3)c2C#N)cc1,,,,,,5.44,
15136,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cc1Cl,,,,,,7.91,
15137,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cc1F,,,,,,8.2,
15138,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.19,
15139,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cc2)C3)cn1,,,,,,7.52,
15140,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1Cl,,,,,,7.79,
15141,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1F,,,,,,7.71,
15142,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.52,
15143,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)nc1,,,,,,7.35,
15144,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCC5(C)COC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.23,
15145,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OCCN5CCOCC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.46,
15146,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OC[C@@H](C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.7,
15147,COc1ccc(C(=O)N2C3CC2CN(c2ccc(-c4cc(OC[C@H](C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.55,
15148,COc1ccc(C(=O)N2C3COCC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.55,
15149,COc1ccc(C(=O)N2CC3CC(C2)N3c2ccc(-c3cc(OCC(C)(C)O)cn4ncc(C#N)c34)cn2)cn1,,,,,,6.54,
15150,COc1ccc(C(=O)N2CCCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,6.43,
15151,COc1ccc(C(=O)N2CCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.2,
15152,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1,,,,,,4.62,
15153,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)cc1OC,,,,,,4.55,
15154,COc1ccc(C)c(C(=O)NC2(C)CCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)c1,,,,,,7.68,
15155,COc1ccc(C2(C(=O)N3CCN(c4ccc(-c5cc(-c6cnn(C)c6)cn6ncc(C#N)c56)cn4)CC3)CC2)cc1,,,,,,7.82,
15156,COc1ccc(CC2(O)CCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,6.66,
15157,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cc1Cl,,,,,,7.91,
15158,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cc1F,,,,,,8.2,
15159,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.09,
15160,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC5CC(O)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.97,
15161,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC5CCN(C)CC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.34,
15162,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(=O)N(C)C)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.31,
15163,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cc2)C3)cn1,,,,,,7.82,
15164,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)c(C)c1,,,,,,7.39,
15165,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)c(C)n1,,,,,,7.27,
15166,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)c(OC)n1,,,,,,7.47,
15167,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1,,,,,,8.03,
15168,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1Cl,,,,,,7.94,
15169,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1Cn1cccn1,,,,,,7.02,
15170,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1F,,,,,,8.0,
15171,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.85,
15172,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)nc1,,,,,,7.53,
15173,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)nn1,,,,,,7.47,
15174,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(Cl)c45)cn2)C3)cn1,,,,,,7.38,
15175,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(N)=O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.64,
15176,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(C)CN(C(C)=O)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.83,
15177,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(C)CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.79,
15178,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(C)CNC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.04,
15179,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(C)COC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.65,
15180,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(F)CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.91,
15181,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(F)CNC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.08,
15182,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(O)CC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.42,
15183,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5CCN(C)CC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.86,
15184,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5CN(C(C)=O)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.94,
15185,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.92,
15186,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5CNC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.02,
15187,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCC5CCN(C)CC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.11,
15188,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCC5CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.05,
15189,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCC5CNC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.25,
15190,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCN(C)C)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.53,
15191,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCN5CCCC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.02,
15192,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCN5CCCC5=O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.74,
15193,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCN5CCNC(=O)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.88,
15194,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCN5CCOCC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.65,
15195,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCO)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.09,
15196,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCCn5ccnc5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.26,
15197,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@@H](C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.99,
15198,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@@H]5CN(C)CCO5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.03,
15199,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@@H]5CNC(C)(C)CO5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.02,
15200,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@@H]5CNCCO5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.85,
15201,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H](C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.88,
15202,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H](O)C(F)(F)F)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.76,
15203,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H](O)CN(C)C)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.71,
15204,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H](O)CO)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.04,
15205,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H]5C[C@@H](O)C5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.89,
15206,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5cccnc5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.74,
15207,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5cn(C)cn5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.87,
15208,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5cncn5C)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.01,
15209,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5nc(C)co5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.92,
15210,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5nccn5C)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.84,
15211,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5ncco5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.32,
15212,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.67,
15213,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OCC5(F)CNC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.7,
15214,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OCCN5CCOCC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.92,
15215,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OC[C@@H]5CNCCO5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,8.52,
15216,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OC[C@H]5CNCCO5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,9.0,
15217,COc1ccc(CN2C3CC2CN(c2ncc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cc2C)C3)cn1,,,,,,7.06,
15218,COc1ccc(CN2C3CC2CN(c2ncc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cc2F)C3)cn1,,,,,,7.71,
15219,COc1ccc(CN2C3CC2CN(c2ncc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.63,
15220,COc1ccc(CN2C3CC2CN(c2ncc(-c4cc(OCCN5CCOCC5)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.72,
15221,COc1ccc(CN2C3CCC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.55,
15222,COc1ccc(CN2C3COCC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,,,,,,7.9,
15223,COc1ccc(CN2CC3(CCN(c4ccc(-c5cc(OCC(C)(C)O)cn6ncc(C#N)c56)cn4)CC3)C2)cn1,,,,,,6.16,
15224,COc1ccc(CN2CC3CC(C2)N3c2ccc(-c3cc(OCC(C)(C)O)cn4ncc(C#N)c34)cn2)cn1,,,,,,6.2,
15225,COc1ccc(CN2CC3CCC(C2)N3c2ccc(-c3cc(OCC(C)(C)O)cn4ncc(C#N)c34)cn2)cn1,,,,,,7.49,
15226,COc1ccc(CN2CCCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.46,
15227,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cc(C)n(C)n5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,8.21,
15228,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cc(C)n(C[C@@H](C)CO)n5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.63,
15229,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cc(C)n[nH]5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,8.03,
15230,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cc(C)no5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.31,
15231,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cn(C(C)C)nn5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.59,
15232,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cn[nH]c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,8.17,
15233,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnc(C)o5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.43,
15234,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnc(C)s5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.93,
15235,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C(C)C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.55,
15236,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C(F)F)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,8.02,
15237,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cc3)CC2)cn1,,,,,,8.4,
15238,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)C(=O)C2)cn1,,,,,,7.5,
15239,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)c(C)n1,,,,,,7.82,
15240,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)c(OC)n1,,,,,,7.88,
15241,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cc1,,,,,,8.21,
15242,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,8.35,
15243,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)nc1,,,,,,8.16,
15244,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C)c45)cn3)CC2)cn1,,,,,,7.34,
15245,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(Cl)c45)cn3)CC2)cn1,,,,,,7.43,
15246,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C6CCN(C(=O)OC(C)(C)C)CC6)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,6.86,
15247,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C6CCN(C)CC6)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.74,
15248,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C6CCNCC6)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.97,
15249,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C6CCOCC6)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.78,
15250,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(C6CNC6)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.81,
15251,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CC(=O)N(C)C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.7,
15252,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CC(C)(C)O)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.82,
15253,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CC(C)OC)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.58,
15254,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CCC(=O)N(C)C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.74,
15255,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CCOC(C)C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.52,
15256,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnn(CCS(=O)(=O)C(C)C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,,,,,,7.79,
